MMSI,BaseDateTime,LAT,LON,SOG,COG,Heading,VesselName,IMO,VesselType,Status,Length,Width,synthetic
419000101,2025-03-13T19:45:00,19.1181,70.66421,12.3,332.9,335,SYN-TANKER-ALPHA,IMO9000001,80,0,232,57,True
419000101,2025-03-13T19:48:00,19.12677,70.65945,12.3,334.9,335,SYN-TANKER-ALPHA,IMO9000001,80,0,323,38,True
419000101,2025-03-13T19:51:00,19.13548,70.65542,11.9,333.0,335,SYN-TANKER-ALPHA,IMO9000001,80,0,200,38,True
419000101,2025-03-13T19:54:00,19.14524,70.65046,12.1,335.4,335,SYN-TANKER-ALPHA,IMO9000001,80,0,327,38,True
419000101,2025-03-13T19:57:00,19.15468,70.64558,11.7,335.2,335,SYN-TANKER-ALPHA,IMO9000001,80,0,125,24,True
419000101,2025-03-13T20:00:00,19.16315,70.64164,12.0,336.5,335,SYN-TANKER-ALPHA,IMO9000001,80,0,260,19,True
419000101,2025-03-13T20:03:00,19.17161,70.63786,12.0,334.3,335,SYN-TANKER-ALPHA,IMO9000001,80,0,258,34,True
419000101,2025-03-13T20:06:00,19.18127,70.63257,11.8,335.7,335,SYN-TANKER-ALPHA,IMO9000001,80,0,101,23,True
419000101,2025-03-13T20:09:00,19.18943,70.62884,11.7,333.4,335,SYN-TANKER-ALPHA,IMO9000001,80,0,117,55,True
419000101,2025-03-13T20:12:00,19.19967,70.6234,12.2,334.8,335,SYN-TANKER-ALPHA,IMO9000001,80,0,246,55,True
419000101,2025-03-13T20:15:00,19.20813,70.61928,11.6,335.3,335,SYN-TANKER-ALPHA,IMO9000001,80,0,196,52,True
419000101,2025-03-13T20:18:00,19.21733,70.61502,12.3,332.9,335,SYN-TANKER-ALPHA,IMO9000001,80,0,114,33,True
419000101,2025-03-13T20:21:00,19.22628,70.60992,12.1,335.1,335,SYN-TANKER-ALPHA,IMO9000001,80,0,110,49,True
419000101,2025-03-13T20:24:00,19.236,70.60564,11.8,334.8,335,SYN-TANKER-ALPHA,IMO9000001,80,0,87,49,True
419000101,2025-03-13T20:27:00,19.24414,70.60125,12.1,331.4,335,SYN-TANKER-ALPHA,IMO9000001,80,0,276,23,True
419000101,2025-03-13T20:30:00,19.2539,70.59667,12.0,333.4,335,SYN-TANKER-ALPHA,IMO9000001,80,0,95,33,True
419000101,2025-03-13T20:33:00,19.26231,70.59285,12.0,335.3,335,SYN-TANKER-ALPHA,IMO9000001,80,0,300,46,True
419000101,2025-03-13T20:36:00,19.27215,70.58827,12.1,335.4,335,SYN-TANKER-ALPHA,IMO9000001,80,0,134,20,True
419000101,2025-03-13T20:39:00,19.28036,70.5839,11.9,334.9,335,SYN-TANKER-ALPHA,IMO9000001,80,0,291,45,True
419000101,2025-03-13T20:42:00,19.28941,70.57893,12.1,334.7,335,SYN-TANKER-ALPHA,IMO9000001,80,0,137,53,True
419000101,2025-03-13T20:45:00,19.29815,70.57438,11.9,334.1,335,SYN-TANKER-ALPHA,IMO9000001,80,0,267,56,True
419000101,2025-03-13T20:48:00,19.30747,70.57013,12.2,335.7,335,SYN-TANKER-ALPHA,IMO9000001,80,0,96,29,True
419000101,2025-03-13T20:51:00,19.31759,70.5659,11.9,334.7,335,SYN-TANKER-ALPHA,IMO9000001,80,0,251,41,True
419000101,2025-03-13T20:54:00,19.32611,70.56116,12.2,337.1,335,SYN-TANKER-ALPHA,IMO9000001,80,0,213,57,True
419000101,2025-03-13T21:33:00,19.40011,70.52513,7.4,336.3,335,SYN-TANKER-ALPHA,IMO9000001,80,0,312,42,True
419000101,2025-03-13T21:36:00,19.40475,70.5224,7.3,335.9,335,SYN-TANKER-ALPHA,IMO9000001,80,0,316,57,True
419000101,2025-03-13T21:39:00,19.41038,70.5186,7.2,333.6,335,SYN-TANKER-ALPHA,IMO9000001,80,0,147,55,True
419000101,2025-03-13T21:42:00,19.41932,70.51552,12.2,333.9,335,SYN-TANKER-ALPHA,IMO9000001,80,0,236,35,True
419000101,2025-03-13T21:45:00,19.42917,70.51025,12.2,336.2,335,SYN-TANKER-ALPHA,IMO9000001,80,0,211,38,True
419000101,2025-03-13T21:48:00,19.438,70.50582,12.2,335.4,335,SYN-TANKER-ALPHA,IMO9000001,80,0,187,49,True
419000101,2025-03-13T21:51:00,19.44688,70.50202,12.1,332.4,335,SYN-TANKER-ALPHA,IMO9000001,80,0,169,40,True
419000101,2025-03-13T21:54:00,19.45547,70.49677,11.9,335.4,335,SYN-TANKER-ALPHA,IMO9000001,80,0,308,46,True
419000101,2025-03-13T21:57:00,19.46465,70.49224,12.2,335.1,335,SYN-TANKER-ALPHA,IMO9000001,80,0,135,42,True
419000101,2025-03-13T22:00:00,19.47428,70.48817,11.7,337.1,335,SYN-TANKER-ALPHA,IMO9000001,80,0,132,42,True
419000101,2025-03-13T22:03:00,19.48304,70.48481,11.9,336.9,335,SYN-TANKER-ALPHA,IMO9000001,80,0,281,47,True
419000101,2025-03-13T22:06:00,19.49218,70.4791,11.9,333.1,335,SYN-TANKER-ALPHA,IMO9000001,80,0,200,47,True
419000101,2025-03-13T22:09:00,19.50146,70.47402,12.0,335.1,335,SYN-TANKER-ALPHA,IMO9000001,80,0,257,36,True
419000101,2025-03-13T22:12:00,19.51041,70.47045,12.0,335.6,335,SYN-TANKER-ALPHA,IMO9000001,80,0,196,33,True
419000101,2025-03-13T22:15:00,19.51903,70.46627,12.2,335.3,335,SYN-TANKER-ALPHA,IMO9000001,80,0,224,21,True
419000101,2025-03-13T22:18:00,19.52804,70.46096,11.6,334.3,335,SYN-TANKER-ALPHA,IMO9000001,80,0,163,33,True
419000101,2025-03-13T22:21:00,19.53805,70.45692,12.3,336.1,335,SYN-TANKER-ALPHA,IMO9000001,80,0,176,32,True
419000101,2025-03-13T22:24:00,19.54559,70.4515,11.8,335.1,335,SYN-TANKER-ALPHA,IMO9000001,80,0,290,36,True
419000101,2025-03-13T22:27:00,19.55519,70.44739,11.8,335.1,335,SYN-TANKER-ALPHA,IMO9000001,80,0,132,25,True
419000101,2025-03-13T22:30:00,19.56467,70.44288,12.1,335.2,335,SYN-TANKER-ALPHA,IMO9000001,80,0,90,34,True
419000101,2025-03-13T22:33:00,19.57306,70.4387,12.0,334.9,335,SYN-TANKER-ALPHA,IMO9000001,80,0,281,54,True
419000101,2025-03-13T22:36:00,19.58195,70.43433,11.6,333.8,335,SYN-TANKER-ALPHA,IMO9000001,80,0,158,16,True
419000101,2025-03-13T22:39:00,19.59172,70.43011,12.1,335.8,335,SYN-TANKER-ALPHA,IMO9000001,80,0,294,14,True
419000101,2025-03-13T22:42:00,19.60081,70.42473,12.0,334.7,335,SYN-TANKER-ALPHA,IMO9000001,80,0,200,27,True
419000101,2025-03-13T22:45:00,19.60982,70.42122,12.0,335.3,335,SYN-TANKER-ALPHA,IMO9000001,80,0,128,52,True
419000101,2025-03-13T22:48:00,19.6194,70.4161,12.1,337.1,335,SYN-TANKER-ALPHA,IMO9000001,80,0,221,42,True
419000101,2025-03-13T22:51:00,19.62822,70.41169,12.1,334.7,335,SYN-TANKER-ALPHA,IMO9000001,80,0,97,53,True
419000101,2025-03-13T22:54:00,19.63671,70.40751,11.9,334.5,335,SYN-TANKER-ALPHA,IMO9000001,80,0,148,19,True
419000101,2025-03-13T22:57:00,19.64556,70.40261,11.9,334.7,335,SYN-TANKER-ALPHA,IMO9000001,80,0,220,35,True
419000101,2025-03-13T23:00:00,19.65492,70.39839,12.2,332.6,335,SYN-TANKER-ALPHA,IMO9000001,80,0,121,44,True
419000101,2025-03-13T23:03:00,19.66386,70.39358,12.3,334.3,335,SYN-TANKER-ALPHA,IMO9000001,80,0,109,28,True
419000101,2025-03-13T23:06:00,19.67295,70.39009,12.0,331.9,335,SYN-TANKER-ALPHA,IMO9000001,80,0,196,15,True
419000101,2025-03-13T23:09:00,19.68217,70.3855,11.8,334.0,335,SYN-TANKER-ALPHA,IMO9000001,80,0,130,54,True
419000101,2025-03-13T23:12:00,19.69161,70.38073,12.2,336.8,335,SYN-TANKER-ALPHA,IMO9000001,80,0,329,38,True
419000101,2025-03-13T23:15:00,19.69947,70.37629,12.1,336.5,335,SYN-TANKER-ALPHA,IMO9000001,80,0,308,28,True
419000101,2025-03-13T23:18:00,19.70987,70.37104,12.2,335.7,335,SYN-TANKER-ALPHA,IMO9000001,80,0,320,28,True
419000101,2025-03-13T23:21:00,19.71814,70.36669,12.1,336.1,335,SYN-TANKER-ALPHA,IMO9000001,80,0,277,59,True
419000101,2025-03-13T23:24:00,19.72777,70.36291,12.0,334.9,335,SYN-TANKER-ALPHA,IMO9000001,80,0,244,35,True
419000101,2025-03-13T23:27:00,19.73551,70.35778,12.2,332.4,335,SYN-TANKER-ALPHA,IMO9000001,80,0,274,36,True
419000101,2025-03-13T23:30:00,19.74531,70.35411,12.1,331.6,335,SYN-TANKER-ALPHA,IMO9000001,80,0,294,23,True
419000101,2025-03-13T23:33:00,19.75401,70.34997,12.1,334.6,335,SYN-TANKER-ALPHA,IMO9000001,80,0,126,21,True
419000101,2025-03-13T23:36:00,19.76368,70.34446,12.1,338.3,335,SYN-TANKER-ALPHA,IMO9000001,80,0,303,34,True
419000101,2025-03-13T23:39:00,19.77245,70.3398,12.4,336.5,335,SYN-TANKER-ALPHA,IMO9000001,80,0,105,37,True
419000101,2025-03-13T23:42:00,19.78231,70.33549,11.8,336.1,335,SYN-TANKER-ALPHA,IMO9000001,80,0,203,51,True
419000101,2025-03-13T23:45:00,19.79061,70.3311,11.9,334.6,335,SYN-TANKER-ALPHA,IMO9000001,80,0,180,25,True
419000101,2025-03-13T23:48:00,19.79929,70.3267,11.9,332.2,335,SYN-TANKER-ALPHA,IMO9000001,80,0,259,55,True
419000101,2025-03-13T23:51:00,19.80881,70.32306,12.2,334.4,335,SYN-TANKER-ALPHA,IMO9000001,80,0,192,45,True
419000101,2025-03-13T23:54:00,19.81849,70.31732,12.5,334.6,335,SYN-TANKER-ALPHA,IMO9000001,80,0,80,28,True
419000101,2025-03-13T23:57:00,19.82665,70.31267,12.2,337.3,335,SYN-TANKER-ALPHA,IMO9000001,80,0,83,14,True
419000101,2025-03-14T00:00:00,19.83592,70.30929,12.0,335.4,335,SYN-TANKER-ALPHA,IMO9000001,80,0,302,50,True
419000101,2025-03-14T00:03:00,19.84486,70.30464,12.3,337.2,335,SYN-TANKER-ALPHA,IMO9000001,80,0,185,18,True
419000101,2025-03-14T00:06:00,19.85298,70.30013,12.1,333.6,335,SYN-TANKER-ALPHA,IMO9000001,80,0,118,26,True
419000101,2025-03-14T00:09:00,19.86344,70.2953,12.1,335.2,335,SYN-TANKER-ALPHA,IMO9000001,80,0,186,42,True
419000101,2025-03-14T00:12:00,19.87178,70.28989,12.0,332.2,335,SYN-TANKER-ALPHA,IMO9000001,80,0,290,17,True
419000101,2025-03-14T00:15:00,19.88073,70.28662,12.2,335.1,335,SYN-TANKER-ALPHA,IMO9000001,80,0,86,59,True
419000101,2025-03-14T00:18:00,19.88872,70.28226,12.0,333.8,335,SYN-TANKER-ALPHA,IMO9000001,80,0,183,55,True
419000101,2025-03-14T00:21:00,19.89921,70.27713,12.1,332.9,335,SYN-TANKER-ALPHA,IMO9000001,80,0,227,48,True
419000101,2025-03-14T00:24:00,19.90863,70.27296,11.7,337.1,335,SYN-TANKER-ALPHA,IMO9000001,80,0,219,25,True
419000101,2025-03-14T00:27:00,19.91701,70.26836,11.8,332.5,335,SYN-TANKER-ALPHA,IMO9000001,80,0,208,32,True
419000101,2025-03-14T00:30:00,19.92654,70.26352,12.4,335.2,335,SYN-TANKER-ALPHA,IMO9000001,80,0,134,45,True
419000101,2025-03-14T00:33:00,19.93559,70.25959,12.2,334.6,335,SYN-TANKER-ALPHA,IMO9000001,80,0,194,58,True
419000101,2025-03-14T00:36:00,19.94411,70.25434,12.0,336.2,335,SYN-TANKER-ALPHA,IMO9000001,80,0,157,29,True
419000101,2025-03-14T00:39:00,19.95386,70.25096,11.8,333.0,335,SYN-TANKER-ALPHA,IMO9000001,80,0,145,20,True
419000101,2025-03-14T00:42:00,19.96238,70.24666,12.1,335.4,335,SYN-TANKER-ALPHA,IMO9000001,80,0,167,53,True
419000101,2025-03-14T00:45:00,19.97095,70.24201,11.7,337.9,335,SYN-TANKER-ALPHA,IMO9000001,80,0,107,21,True
419000101,2025-03-14T00:48:00,19.98068,70.23695,12.0,335.9,335,SYN-TANKER-ALPHA,IMO9000001,80,0,218,51,True
419000101,2025-03-14T00:51:00,19.98942,70.23173,11.9,333.3,335,SYN-TANKER-ALPHA,IMO9000001,80,0,116,14,True
419000101,2025-03-14T00:54:00,19.99878,70.22767,11.9,338.5,335,SYN-TANKER-ALPHA,IMO9000001,80,0,183,25,True
419000101,2025-03-14T00:57:00,20.00776,70.2242,12.1,333.6,335,SYN-TANKER-ALPHA,IMO9000001,80,0,269,50,True
419000101,2025-03-14T01:00:00,20.01685,70.21788,12.1,333.8,335,SYN-TANKER-ALPHA,IMO9000001,80,0,325,55,True
419000101,2025-03-14T01:03:00,20.02627,70.21419,12.1,334.6,335,SYN-TANKER-ALPHA,IMO9000001,80,0,227,49,True
419000101,2025-03-14T01:06:00,20.03488,70.21058,11.9,334.3,335,SYN-TANKER-ALPHA,IMO9000001,80,0,144,50,True
419000101,2025-03-14T01:09:00,20.04379,70.206,11.9,335.8,335,SYN-TANKER-ALPHA,IMO9000001,80,0,139,53,True
419000101,2025-03-14T01:12:00,20.05179,70.20165,11.9,334.5,335,SYN-TANKER-ALPHA,IMO9000001,80,0,228,52,True
419000101,2025-03-14T01:15:00,20.06204,70.19692,12.2,339.1,335,SYN-TANKER-ALPHA,IMO9000001,80,0,321,37,True
419000101,2025-03-14T01:18:00,20.07102,70.19207,12.1,334.9,335,SYN-TANKER-ALPHA,IMO9000001,80,0,325,42,True
419000101,2025-03-14T01:21:00,20.07999,70.18763,11.9,335.3,335,SYN-TANKER-ALPHA,IMO9000001,80,0,185,31,True
419000101,2025-03-14T01:24:00,20.08976,70.18305,12.2,335.1,335,SYN-TANKER-ALPHA,IMO9000001,80,0,183,14,True
419000101,2025-03-14T01:27:00,20.09833,70.17903,12.0,338.9,335,SYN-TANKER-ALPHA,IMO9000001,80,0,276,19,True
419000101,2025-03-14T01:30:00,20.10719,70.17325,12.0,334.0,335,SYN-TANKER-ALPHA,IMO9000001,80,0,145,44,True
419000101,2025-03-14T01:33:00,20.11608,70.17006,12.0,336.0,335,SYN-TANKER-ALPHA,IMO9000001,80,0,103,49,True
419000101,2025-03-14T01:36:00,20.1253,70.16417,12.2,334.5,335,SYN-TANKER-ALPHA,IMO9000001,80,0,117,43,True
419000101,2025-03-14T01:39:00,20.13433,70.16048,11.8,333.2,335,SYN-TANKER-ALPHA,IMO9000001,80,0,279,43,True
419000101,2025-03-14T01:42:00,20.1434,70.15635,12.3,336.6,335,SYN-TANKER-ALPHA,IMO9000001,80,0,298,34,True
419000101,2025-03-14T01:45:00,20.15303,70.15103,11.9,333.2,335,SYN-TANKER-ALPHA,IMO9000001,80,0,164,27,True
419000101,2025-03-14T01:48:00,20.16157,70.14722,11.6,335.1,335,SYN-TANKER-ALPHA,IMO9000001,80,0,261,55,True
419000101,2025-03-14T01:51:00,20.17056,70.14326,11.9,331.1,335,SYN-TANKER-ALPHA,IMO9000001,80,0,326,50,True
419000101,2025-03-14T01:54:00,20.17978,70.13839,11.9,335.3,335,SYN-TANKER-ALPHA,IMO9000001,80,0,216,32,True
419000101,2025-03-14T01:57:00,20.18871,70.13372,11.8,334.1,335,SYN-TANKER-ALPHA,IMO9000001,80,0,277,23,True
419000101,2025-03-14T02:00:00,20.1974,70.12922,12.1,336.0,335,SYN-TANKER-ALPHA,IMO9000001,80,0,168,36,True
419000101,2025-03-14T02:03:00,20.20641,70.12476,12.1,334.4,335,SYN-TANKER-ALPHA,IMO9000001,80,0,259,23,True
419000101,2025-03-14T02:06:00,20.21632,70.12015,11.9,337.0,335,SYN-TANKER-ALPHA,IMO9000001,80,0,237,55,True
419000101,2025-03-14T02:09:00,20.22508,70.11594,12.1,335.0,335,SYN-TANKER-ALPHA,IMO9000001,80,0,83,59,True
419000101,2025-03-14T02:12:00,20.23426,70.111,12.3,335.1,335,SYN-TANKER-ALPHA,IMO9000001,80,0,197,35,True
419000101,2025-03-14T02:15:00,20.24284,70.10592,12.1,332.9,335,SYN-TANKER-ALPHA,IMO9000001,80,0,100,25,True
419000101,2025-03-14T02:18:00,20.25197,70.10145,12.0,336.5,335,SYN-TANKER-ALPHA,IMO9000001,80,0,222,50,True
419000101,2025-03-14T02:21:00,20.26103,70.09765,11.8,335.8,335,SYN-TANKER-ALPHA,IMO9000001,80,0,169,28,True
419000101,2025-03-14T02:24:00,20.26927,70.09319,12.0,332.0,335,SYN-TANKER-ALPHA,IMO9000001,80,0,188,17,True
419000101,2025-03-14T02:27:00,20.27931,70.08849,12.3,335.2,335,SYN-TANKER-ALPHA,IMO9000001,80,0,204,24,True
419000101,2025-03-14T02:30:00,20.28813,70.08385,12.4,334.6,335,SYN-TANKER-ALPHA,IMO9000001,80,0,249,26,True
419000101,2025-03-14T02:33:00,20.29644,70.08054,11.9,335.9,335,SYN-TANKER-ALPHA,IMO9000001,80,0,240,26,True
419000101,2025-03-14T02:36:00,20.3061,70.07523,11.6,334.3,335,SYN-TANKER-ALPHA,IMO9000001,80,0,170,37,True
419000101,2025-03-14T02:39:00,20.31526,70.07031,11.9,336.3,335,SYN-TANKER-ALPHA,IMO9000001,80,0,96,46,True
419000101,2025-03-14T02:42:00,20.32488,70.06667,11.5,334.4,335,SYN-TANKER-ALPHA,IMO9000001,80,0,311,52,True
419000101,2025-03-14T02:45:00,20.33381,70.06253,12.0,335.2,335,SYN-TANKER-ALPHA,IMO9000001,80,0,142,16,True
419000101,2025-03-14T02:48:00,20.34199,70.05707,12.0,333.9,335,SYN-TANKER-ALPHA,IMO9000001,80,0,207,45,True
419000101,2025-03-14T02:51:00,20.35183,70.05267,11.9,332.9,335,SYN-TANKER-ALPHA,IMO9000001,80,0,90,23,True
419000101,2025-03-14T02:54:00,20.36062,70.04785,12.0,337.0,335,SYN-TANKER-ALPHA,IMO9000001,80,0,131,28,True
419000101,2025-03-14T02:57:00,20.36932,70.04354,11.9,331.8,335,SYN-TANKER-ALPHA,IMO9000001,80,0,222,17,True
419000101,2025-03-14T03:00:00,20.37815,70.03908,11.9,334.5,335,SYN-TANKER-ALPHA,IMO9000001,80,0,91,26,True
419000101,2025-03-14T03:03:00,20.38751,70.03416,12.1,332.9,335,SYN-TANKER-ALPHA,IMO9000001,80,0,236,47,True
419000101,2025-03-14T03:06:00,20.39666,70.03079,12.5,336.7,335,SYN-TANKER-ALPHA,IMO9000001,80,0,103,51,True
419000101,2025-03-14T03:09:00,20.40601,70.02575,12.1,335.9,335,SYN-TANKER-ALPHA,IMO9000001,80,0,104,33,True
419000101,2025-03-14T03:12:00,20.41491,70.02039,12.1,336.3,335,SYN-TANKER-ALPHA,IMO9000001,80,0,176,35,True
419000102,2025-03-13T17:15:00,18.66673,70.71612,12.9,334.3,335,SYN-TANKER-BRAVO,IMO9000002,84,0,140,18,True
419000102,2025-03-13T17:18:00,18.67588,70.71171,12.7,334.7,335,SYN-TANKER-BRAVO,IMO9000002,84,0,89,18,True
419000102,2025-03-13T17:21:00,18.68563,70.70651,13.1,334.3,335,SYN-TANKER-BRAVO,IMO9000002,84,0,322,45,True
419000102,2025-03-13T17:24:00,18.69556,70.70178,12.8,335.3,335,SYN-TANKER-BRAVO,IMO9000002,84,0,147,55,True
419000102,2025-03-13T17:27:00,18.70571,70.69768,13.1,331.9,335,SYN-TANKER-BRAVO,IMO9000002,84,0,215,29,True
419000102,2025-03-13T17:30:00,18.71548,70.69226,13.0,337.0,335,SYN-TANKER-BRAVO,IMO9000002,84,0,194,52,True
419000102,2025-03-13T17:33:00,18.72514,70.68753,12.8,332.7,335,SYN-TANKER-BRAVO,IMO9000002,84,0,246,47,True
419000102,2025-03-13T17:36:00,18.73414,70.68293,12.9,335.0,335,SYN-TANKER-BRAVO,IMO9000002,84,0,308,53,True
419000102,2025-03-13T17:39:00,18.74478,70.67865,13.0,335.1,335,SYN-TANKER-BRAVO,IMO9000002,84,0,259,36,True
419000102,2025-03-13T17:42:00,18.75514,70.67372,13.0,335.9,335,SYN-TANKER-BRAVO,IMO9000002,84,0,171,21,True
419000102,2025-03-13T17:45:00,18.76458,70.66805,13.0,336.8,335,SYN-TANKER-BRAVO,IMO9000002,84,0,255,33,True
419000102,2025-03-13T17:48:00,18.77413,70.66463,13.3,334.7,335,SYN-TANKER-BRAVO,IMO9000002,84,0,255,43,True
419000102,2025-03-13T17:51:00,18.78381,70.65829,13.2,335.9,335,SYN-TANKER-BRAVO,IMO9000002,84,0,251,41,True
